Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Belgium/UZA-UA-CV8525981718/2022	EPI_ISL_13345153	2022-06-12	Europe / Belgium / Deurne	Human	Original			Illumina NextSeq		Stretches of NNNs (3.70% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence. NS7b without BLAST coverage.	warn	BA.2.9	GRA
hCoV-19/Belgium/UZA-UA-CV8525997781/2022	EPI_ISL_13345148	2022-06-12	Europe / Belgium / Wijnegem	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Belgium/UZA-UA-CV8297804776/2022	EPI_ISL_13345143	2022-06-12	Europe / Belgium / Wilrijk	Human	Original			Illumina NextSeq		NS8_Q18stop results in 86.0% truncation of the protein sequence. Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Belgium/UZA-UA-CV8297765370/2022	EPI_ISL_13345144	2022-06-12	Europe / Belgium / Grimbergen	Human	Original			Illumina NextSeq		Stretches of NNNs (3.44% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Belgium/UZA-UA-CV8305343595/2022	EPI_ISL_13345145	2022-06-12	Europe / Belgium / Niel	Human	Original			Illumina NextSeq		Gap of 1 nucleotide(s) found at refpos 28254 (FRAMESHIFT confirmed by the submitter). Gap of 1 nucleotide(s) at refpos 28254 occurred >=100 times in >=10 locations. Gap of 63 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Belgium/UZA-UA-CV8297835290/2022	EPI_ISL_13345146	2022-06-12	Europe / Belgium / Wilrijk	Human	Original			Illumina NextSeq		Gap of 65 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Belgium/UZA-UA-CV8305333390/2022	EPI_ISL_13345140	2022-06-12	Europe / Belgium / Anwerpen	Human	Original			Illumina NextSeq		Stretches of NNNs (1.42% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Belgium/UZA-UA-CV8297772040/2022	EPI_ISL_13345141	2022-06-12	Europe / Belgium / Wilrijk	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.13	GRA
hCoV-19/Belgium/UZA-UA-CV8297768707/2022	EPI_ISL_13345130	2022-06-12	Europe / Belgium / Wommelgem	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Belgium/UZA-UA-CV8302234141/2022	EPI_ISL_13345142	2022-06-12	Europe / Belgium / Borsbeek	Human	Original			Illumina NextSeq		Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Belgium/UZA-UA-CV8297769717/2022	EPI_ISL_13345136	2022-06-12	Europe / Belgium / Halle	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Belgium/UZA-UA-CV8297767491/2022	EPI_ISL_13345137	2022-06-12	Europe / Belgium / Hove	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Belgium/UZA-UA-CV8297842768/2022	EPI_ISL_13345138	2022-06-12	Europe / Belgium / Mortsel	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Belgium/UZA-UA-CV8302284257/2022	EPI_ISL_13345139	2022-06-12	Europe / Belgium / Edegem	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Belgium/UZA-UA-CV8297773656/2022	EPI_ISL_13345134	2022-06-12	Europe / Belgium / Lint	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Belgium/UZA-UA-CV8297817611/2022	EPI_ISL_13345132	2022-06-12	Europe / Belgium / Mortsel	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Belgium/UZA-UA-CV8297770626/2022	EPI_ISL_13345133	2022-06-12	Europe / Belgium / Boom	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Belgium/UZA-UA-CV8297830442/2022	EPI_ISL_13345135	2022-06-12	Europe / Belgium / Aartselaar	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.13	GRA
hCoV-19/Belgium/UZA-UA-CV8297839536/2022	EPI_ISL_13345127	2022-06-12	Europe / Belgium / Boom	Human	Original			Illumina NextSeq		Stretches of NNNs (1.39% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Belgium/UZA-UA-CV8302212115/2022	EPI_ISL_13345128	2022-06-12	Europe / Belgium / Wommelgem	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Belgium/UZA-UA-CV8297810638/2022	EPI_ISL_13345131	2022-06-12	Europe / Belgium / Boechout	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Belgium/UZA-UA-CV8297815991/2022	EPI_ISL_13345129	2022-06-12	Europe / Belgium / Edegem	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.13	GRA
hCoV-19/USA/NC-1086-3068/2022	EPI_ISL_13345546	2022-06-12	North America / USA / North Carolina	Human	Original			Illumina NextSeq		Stretches of NNNs (2.52% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/USA/NC-1086-3075/2022	EPI_ISL_13345544	2022-06-12	North America / USA / North Carolina	Human	Original			Illumina NextSeq		Stretches of NNNs (1.97% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/USA/NC-1086-3058/2022	EPI_ISL_13345543	2022-06-12	North America / USA / North Carolina	Human	Original			Illumina NextSeq		Stretches of NNNs (1.51% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/USA/NC-1086-3071/2022	EPI_ISL_13345545	2022-06-12	North America / USA / North Carolina	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/USA/NC-1086-3066/2022	EPI_ISL_13345542	2022-06-12	North America / USA / North Carolina	Human	Original			Illumina NextSeq		Stretches of NNNs (1.99% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/USA/NC-1086-3037/2022	EPI_ISL_13345541	2022-06-12	North America / USA / North Carolina	Human	Original			Illumina NextSeq		Stretches of NNNs (1.96% of overall sequence). NS8_Q18stop results in 86.0% truncation of the protein sequence. Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Sweden/1590366164/2022	EPI_ISL_13345882	2022-06-13	Europe / Sweden / Vastra Gotaland County / Skovde	Human	Original			IlluminaNextSeq		Long stretches of NNNs (6.13% of overall sequence). Gap of 44 nucleotides when compared to the reference WIV04 sequence. NSP11 without BLAST coverage. NSP1 without BLAST coverage.	alert	BA.2.12.1	GRA
hCoV-19/Sweden/1596320363/2022	EPI_ISL_13345883	2022-06-13	Europe / Sweden / Vastra Gotaland County / Skovde	Human	Original			IlluminaNextSeq		Long stretches of NNNs (7.51% of overall sequence). Gap of 44 nucleotides when compared to the reference WIV04 sequence. NSP11 without BLAST coverage. NSP1 without BLAST coverage.	alert	BA.2.12.1	GRA
hCoV-19/Sweden/1609026863/2022	EPI_ISL_13345896	2022-06-15	Europe / Sweden / Vastra Gotaland County / Skovde	Human	Original			IlluminaNextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Sweden/9543265276/2022	EPI_ISL_13345900	2022-06-15	Europe / Sweden / Vastra Gotaland County / Skovde	Human	Original			IlluminaNextSeq		Stretches of NNNs (4.86% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Sweden/9543610963/2022	EPI_ISL_13345899	2022-06-15	Europe / Sweden / Vastra Gotaland County / Skovde	Human	Original			IlluminaNextSeq		Long stretches of NNNs (6.93% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence. NSP11 without BLAST coverage.	alert	BA.2.23	GRA
hCoV-19/Sweden/1602813864/2022	EPI_ISL_13345898	2022-06-15	Europe / Sweden / Vastra Gotaland County / Skovde	Human	Original			IlluminaNextSeq		Stretches of NNNs (2.62% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.13	GRA
hCoV-19/Sweden/1594522764/2022	EPI_ISL_13345895	2022-06-15	Europe / Sweden / Vastra Gotaland County / Skovde	Human	Original			IlluminaNextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Sweden/9544540876/2022	EPI_ISL_13345892	2022-06-15	Europe / Sweden / Vastra Gotaland County / Skovde	Human	Original			IlluminaNextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Sweden/1598285064/2022	EPI_ISL_13345894	2022-06-15	Europe / Sweden / Vastra Gotaland County / Skovde	Human	Original			IlluminaNextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Sweden/9544676776/2022	EPI_ISL_13345897	2022-06-15	Europe / Sweden / Vastra Gotaland County / Skovde	Human	Original			IlluminaNextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Sweden/1609027663/2022	EPI_ISL_13345893	2022-06-15	Europe / Sweden / Vastra Gotaland County / Skovde	Human	Original			IlluminaNextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Sweden/1598899564/2022	EPI_ISL_13345891	2022-06-15	Europe / Sweden / Vastra Gotaland County / Skovde	Human	Original			IlluminaNextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Sweden/1596346063/2022	EPI_ISL_13345890	2022-06-15	Europe / Sweden / Vastra Gotaland County / Skovde	Human	Original			IlluminaNextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Sweden/1609036463/2022	EPI_ISL_13345888	2022-06-15	Europe / Sweden / Vastra Gotaland County / Skovde	Human	Original			IlluminaNextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Sweden/1592044963/2022	EPI_ISL_13345889	2022-06-15	Europe / Sweden / Vastra Gotaland County / Skovde	Human	Original			IlluminaNextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Sweden/1597237663/2022	EPI_ISL_13345885	2022-06-13	Europe / Sweden / Vastra Gotaland County / Skovde	Human	Original			IlluminaNextSeq		Stretches of NNNs (1.48% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Sweden/1596319463/2022	EPI_ISL_13345884	2022-06-13	Europe / Sweden / Vastra Gotaland County / Skovde	Human	Original			IlluminaNextSeq		Stretches of NNNs (2.03% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Sweden/1602858164/2022	EPI_ISL_13345887	2022-06-15	Europe / Sweden / Vastra Gotaland County / Skovde	Human	Original			IlluminaNextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Sweden/9544249476/2022	EPI_ISL_13345886	2022-06-14	Europe / Sweden / Vastra Gotaland County / Skovde	Human	Original			IlluminaNextSeq		Stretches of NNNs (1.19% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/USA/NV-NSPHL-22-00057989/2022	EPI_ISL_13346028	2022-06-13	North America / USA / Nevada	Human	Original			Oxford_Nanopore	Medaka via artic 1.3.0	Stretches of NNNs (3.20% of overall sequence). Gap of 33 nucleotides when compared to the reference WIV04 sequence. NSP16 without BLAST coverage. NSP1 without BLAST coverage.	warn	BA.5	GRA
hCoV-19/USA/NV-NSPHL-22-00057985/2022	EPI_ISL_13346027	2022-06-13	North America / USA / Nevada	Human	Original			Oxford_Nanopore	Medaka via artic 1.3.0	Stretches of NNNs (3.08% of overall sequence). Gap of 33 nucleotides when compared to the reference WIV04 sequence. NSP16 without BLAST coverage.	warn	BA.5	GRA
hCoV-19/USA/NV-NSPHL-22-00057984/2022	EPI_ISL_13346026	2022-06-13	North America / USA / Nevada	Human	Original			Oxford_Nanopore	Medaka via artic 1.3.0	Stretches of NNNs (2.99% of overall sequence). Gap of 33 nucleotides when compared to the reference WIV04 sequence. NSP16 without BLAST coverage.	warn	BA.5	GRA
hCoV-19/USA/NV-NSPHL-22-00057982/2022	EPI_ISL_13346025	2022-06-12	North America / USA / Nevada	Human	Original			Oxford_Nanopore	Medaka via artic 1.3.0	Stretches of NNNs (3.08% of overall sequence). Gap of 27 nucleotides when compared to the reference WIV04 sequence. NSP16 without BLAST coverage.	warn	BA.2.12.1	GRA
hCoV-19/USA/NC-CORVASEQ-1085-5237/2022	EPI_ISL_13346705	2022-06-12	North America / USA / North Carolina	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/USA/NC-CORVASEQ-1085-5195/2022	EPI_ISL_13346703	2022-06-12	North America / USA / North Carolina	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/USA/NC-CORVASEQ-1085-5204/2022	EPI_ISL_13346702	2022-06-12	North America / USA / North Carolina	Human	Original			Illumina NextSeq		Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/USA/NC-CORVASEQ-1085-5167/2022	EPI_ISL_13346707	2022-06-12	North America / USA / North Carolina	Human	Original			Illumina NextSeq		Stretches of NNNs (1.10% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/USA/NC-CORVASEQ-1085-5150/2022	EPI_ISL_13346704	2022-06-12	North America / USA / North Carolina	Human	Original			Illumina NextSeq		Stretches of NNNs (2.01% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/USA/NC-CORVASEQ-1085-5153/2022	EPI_ISL_13346701	2022-06-12	North America / USA / North Carolina	Human	Original			Illumina NextSeq		Stretches of NNNs (2.60% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence. NS7a without BLAST coverage.	warn	BA.2.9	GRA
hCoV-19/USA/NC-CORVASEQ-1085-5208/2022	EPI_ISL_13346706	2022-06-12	North America / USA / North Carolina	Human	Original			Illumina NextSeq		Stretches of NNNs (1.76% of overall sequence). Gap of 62 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/USA/NC-CORVASEQ-1085-5189/2022	EPI_ISL_13346700	2022-06-12	North America / USA / North Carolina	Human	Original			Illumina NextSeq		Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/USA/NC-CORVASEQ-1085-5161/2022	EPI_ISL_13346708	2022-06-12	North America / USA / North Carolina	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/Ireland/LD-Enfer-140622004_A4/2022	EPI_ISL_13347182	2022-06-14	Europe / Ireland / Longford	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/LD-Enfer-140622004_A11/2022	EPI_ISL_13347181	2022-06-14	Europe / Ireland / Longford	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/LD-Enfer-140622004_B8/2022	EPI_ISL_13347184	2022-06-14	Europe / Ireland / Longford	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/LD-Enfer-140622004_B1/2022	EPI_ISL_13347183	2022-06-14	Europe / Ireland / Longford	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	ui:ml_dc	BA.5	GRA
hCoV-19/Ireland/D-Enfer-140622002_H4/2022	EPI_ISL_13347180	2022-06-14	Europe / Ireland / Dublin	Human	Original			Illumina NextSeq		Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Ireland/DL-Enfer-140622004_D7/2022	EPI_ISL_13347189	2022-06-14	Europe / Ireland / Donegal	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Ireland/KY-Enfer-140622004_C10/2022	EPI_ISL_13347186	2022-06-14	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Ireland/KY-Enfer-140622004_C1/2022	EPI_ISL_13347185	2022-06-14	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/DL-Enfer-140622004_D11/2022	EPI_ISL_13347188	2022-06-14	Europe / Ireland / Donegal	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Ireland/KY-Enfer-140622004_C7/2022	EPI_ISL_13347187	2022-06-14	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Ireland/KY-Enfer-140622002_C11/2022	EPI_ISL_13347171	2022-06-14	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/KY-Enfer-140622002_B9/2022	EPI_ISL_13347170	2022-06-14	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/KY-Enfer-140622002_C7/2022	EPI_ISL_13347173	2022-06-14	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	ui:ml_dc	BA.5	GRA
hCoV-19/Ireland/KY-Enfer-140622002_C4/2022	EPI_ISL_13347172	2022-06-14	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Ireland/WH-Enfer-140622002_G1/2022	EPI_ISL_13347179	2022-06-14	Europe / Ireland / Westmeath	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/WH-Enfer-140622002_F11/2022	EPI_ISL_13347178	2022-06-14	Europe / Ireland / Westmeath	Human	Original			Illumina NextSeq		Gap of 74 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/KY-Enfer-140622002_D8/2022	EPI_ISL_13347175	2022-06-14	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.3	GRA
hCoV-19/Ireland/KY-Enfer-140622002_D7/2022	EPI_ISL_13347174	2022-06-14	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/RN-Enfer-140622002_E11/2022	EPI_ISL_13347176	2022-06-14	Europe / Ireland / Roscommon	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/WH-Enfer-140622002_E6/2022	EPI_ISL_13347177	2022-06-14	Europe / Ireland / Westmeath	Human	Original			Illumina NextSeq		NS7a_Q90stop results in 26.4% truncation of the protein sequence. Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/DL-Enfer-140622004_E6/2022	EPI_ISL_13347190	2022-06-14	Europe / Ireland / Donegal	Human	Original			Illumina NextSeq		Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Ireland/WH-Enfer-120622004_H5/2022	EPI_ISL_13347141	2022-06-12	Europe / Ireland / Westmeath	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/WH-Enfer-120622004_G8/2022	EPI_ISL_13347140	2022-06-12	Europe / Ireland / Westmeath	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/WH-Enfer-130622004_C4/2022	EPI_ISL_13347146	2022-06-13	Europe / Ireland / Westmeath	Human	Original			Illumina NextSeq		Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Ireland/MH-Enfer-130622004_C1/2022	EPI_ISL_13347145	2022-06-13	Europe / Ireland / Meath	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Ireland/WH-Enfer-130622004_D6/2022	EPI_ISL_13347148	2022-06-13	Europe / Ireland / Westmeath	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/WH-Enfer-130622004_D4/2022	EPI_ISL_13347147	2022-06-13	Europe / Ireland / Westmeath	Human	Original			Illumina NextSeq		Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Ireland/WH-Enfer-130622004_B9/2022	EPI_ISL_13347144	2022-06-13	Europe / Ireland / Westmeath	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Ireland/MH-Enfer-130622004_B2/2022	EPI_ISL_13347143	2022-06-13	Europe / Ireland / Meath	Human	Original			Illumina NextSeq		Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/WH-Enfer-120622004_G5/2022	EPI_ISL_13347139	2022-06-12	Europe / Ireland / Westmeath	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/MH-Enfer-120622004_G11/2022	EPI_ISL_13347138	2022-06-12	Europe / Ireland / Meath	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Ireland/KY-Enfer-120622004_C5/2022	EPI_ISL_13347135	2022-06-12	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/KY-Enfer-120622004_C12/2022	EPI_ISL_13347134	2022-06-12	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Stretches of NNNs (1.34% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/WH-Enfer-120622004_F5/2022	EPI_ISL_13347137	2022-06-12	Europe / Ireland / Westmeath	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Ireland/KY-Enfer-120622004_C9/2022	EPI_ISL_13347136	2022-06-12	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Ireland/KY-Enfer-120622004_B4/2022	EPI_ISL_13347133	2022-06-12	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 76 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Ireland/DL-Enfer-130622007_F10/2022	EPI_ISL_13347162	2022-06-13	Europe / Ireland / Donegal	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Ireland/KY-Enfer-120622004_B11/2022	EPI_ISL_13347132	2022-06-12	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Stretches of NNNs (1.50% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Ireland/DL-Enfer-130622007_E3/2022	EPI_ISL_13347160	2022-06-13	Europe / Ireland / Donegal	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Ireland/DL-Enfer-130622007_E4/2022	EPI_ISL_13347161	2022-06-13	Europe / Ireland / Donegal	Human	Original			Illumina NextSeq		Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Ireland/KY-Enfer-140622002_A1/2022	EPI_ISL_13347168	2022-06-14	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/WD-Enfer-140622001_H5/2022	EPI_ISL_13347167	2022-06-13	Europe / Ireland / Waterford	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/KY-Enfer-140622002_A11/2022	EPI_ISL_13347169	2022-06-14	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 76 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Ireland/DL-Enfer-130622007_F2/2022	EPI_ISL_13347163	2022-06-13	Europe / Ireland / Donegal	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/DL-Enfer-130622007_F8/2022	EPI_ISL_13347164	2022-06-13	Europe / Ireland / Donegal	Human	Original			Illumina NextSeq		Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Ireland/WD-Enfer-140622001_G8/2022	EPI_ISL_13347166	2022-06-13	Europe / Ireland / Waterford	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Ireland/KY-Enfer-130622004_H9/2022	EPI_ISL_13347154	2022-06-13	Europe / Ireland / Kerry	Human	Original			Illumina NextSeq		Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
